,student_id,student_name_x,email_x,phone_x,course,admission_date,admission_status,total_fee,paid_fee,payment_status
2315,STU-3315,Manish Sharma,manish.37@mail.com,9989637571,B.Tech,2024-09-05 11:00:00,Admitted,95175,170874,Pending
2316,STU-3316,Rahul Singh,rahul.67@mail.com,9170985244,BCA,2024-09-05 12:00:00,Rejected,189351,175691,Pending
2317,STU-3317,Karthik Nair,karthik.86@mail.com,9473950248,BCA,2024-09-05 13:00:00,Admitted,71061,131226,Pending
2318,STU-3318,Karthik Reddy,karthik.23@mail.com,9168868688,MCA,2024-09-05 14:00:00,Admitted,159183,135053,Partially Paid
2319,STU-3319,Priya Nair,priya.24@mail.com,9255788062,B.Tech,2024-09-05 15:00:00,Admitted,167153,10781,Partially Paid
2320,STU-3320,Karthik Patel,karthik.44@mail.com,9482934782,MCA,2024-09-05 16:00:00,Waitlisted,175090,148639,Paid
2321,STU-3321,Pooja Nair,pooja.55@mail.com,9201912883,B.Tech,2024-09-05 17:00:00,Rejected,180538,139368,Paid
2322,STU-3322,Deepa Verma,deepa.57@mail.com,9211163783,BCA,2024-09-05 18:00:00,Admitted,171870,15256,Paid
2323,STU-3323,Emily Williams,emily.14@mail.com,9509606848,BBA,2024-09-05 19:00:00,Admitted,125329,165461,Paid
2324,STU-3324,Vivek Verma,vivek.11@mail.com,9289159343,MCA,2024-09-05 20:00:00,Waitlisted,146626,100366,Paid
2325,STU-3325,Priya Singh,priya.39@mail.com,9228300626,B.Tech,2024-09-05 21:00:00,Admitted,130051,59867,Partially Paid
2326,STU-3326,Meena Iyer,meena.88@mail.com,9992749141,BBA,2024-09-05 22:00:00,Admitted,104651,125890,Pending
2327,STU-3327,Karthik Iyer,karthik.60@mail.com,9160182420,BBA,2024-09-05 23:00:00,Waitlisted,108941,148027,Paid
2328,STU-3328,Emma Anderson,emma.16@mail.com,9339648048,MCA,2024-09-06 00:00:00,Admitted,103497,45986,Pending
2329,STU-3329,Arjun Gupta,arjun.90@mail.com,9996632948,BCA,2024-09-06 01:00:00,Rejected,187930,40358,Paid
2330,STU-3330,Sneha Gupta,sneha.24@mail.com,9338500630,MBA,2024-09-06 02:00:00,Rejected,131465,126916,Partially Paid
2331,STU-3331,Divya Singh,divya.17@mail.com,9129868537,BBA,2024-09-06 03:00:00,Admitted,63923,46376,Paid
2332,STU-3332,Karthik Singh,karthik.73@mail.com,9136306804,MCA,2024-09-06 04:00:00,Waitlisted,164027,48277,Partially Paid
2333,STU-3333,Vivek Singh,vivek.18@mail.com,9282380479,B.Tech,2024-09-06 05:00:00,Waitlisted,168488,175204,Paid
2334,STU-3334,Anita Sharma,anita.75@mail.com,9541863423,B.Tech,2024-09-06 06:00:00,Rejected,154763,122863,Paid
2335,STU-3335,Manish Reddy,manish.15@mail.com,9708773301,MBA,2024-09-06 07:00:00,Waitlisted,174420,75342,Paid
2336,STU-3336,Karthik Das,karthik.63@mail.com,9309640608,BBA,2024-09-06 08:00:00,Rejected,149234,114946,Pending
2337,STU-3337,Meena Verma,meena.48@mail.com,9698141171,MCA,2024-09-06 09:00:00,Waitlisted,159887,88689,Pending
2338,STU-3338,Rohit Singh,rohit.95@mail.com,9554053405,MBA,2024-09-06 10:00:00,Admitted,165892,43132,Partially Paid
2339,STU-3339,Sanjay Patel,sanjay.52@mail.com,9317288998,MCA,2024-09-06 11:00:00,Rejected,75020,162899,Pending
2340,STU-3340,Rahul Singh,rahul.92@mail.com,9360813470,MCA,2024-09-06 12:00:00,Rejected,91798,77739,Partially Paid
2341,STU-3341,Kiran Sharma,kiran.25@mail.com,9305382164,BCA,2024-09-06 13:00:00,Waitlisted,81905,20864,Pending
2342,STU-3342,Kiran Iyer,kiran.97@mail.com,9917687215,B.Tech,2024-09-06 14:00:00,Rejected,98414,134971,Paid
2343,STU-3343,Sneha Verma,sneha.14@mail.com,9116381403,B.Tech,2024-09-06 15:00:00,Admitted,110018,172741,Partially Paid
2344,STU-3344,Arjun Singh,arjun.78@mail.com,9697204208,BBA,2024-09-06 16:00:00,Waitlisted,60886,60716,Partially Paid
2345,STU-3345,Sarah Jones,sarah.54@mail.com,9564678455,BBA,2024-09-06 17:00:00,Rejected,100144,14991,Partially Paid
2346,STU-3346,Manish Verma,manish.55@mail.com,9356164756,BBA,2024-09-06 18:00:00,Admitted,140270,137167,Pending
2347,STU-3347,Karthik Iyer,karthik.29@mail.com,9608702921,B.Tech,2024-09-06 19:00:00,Admitted,96786,113574,Paid
2348,STU-3348,Robert Williams,robert.94@mail.com,9788418045,MCA,2024-09-06 20:00:00,Admitted,146258,36412,Paid
2349,STU-3349,Deepa Iyer,deepa.47@mail.com,9286275472,BBA,2024-09-06 21:00:00,Rejected,198654,107075,Partially Paid
2350,STU-3350,Emily Anderson,emily.66@mail.com,9665507652,BBA,2024-09-06 22:00:00,Rejected,175709,55469,Paid
2351,STU-3351,Vivek Choudhary,vivek.45@mail.com,9881664792,BBA,2024-09-06 23:00:00,Rejected,153516,97260,Partially Paid
2352,STU-3352,Rohit Choudhary,rohit.32@mail.com,9196439373,MCA,2024-09-07 00:00:00,Waitlisted,143912,153954,Pending
2353,STU-3353,Rahul Singh,rahul.63@mail.com,9363711120,BBA,2024-09-07 01:00:00,Rejected,120373,60551,Partially Paid
2354,STU-3354,Nisha Sharma,nisha.46@mail.com,9401684962,BBA,2024-09-07 02:00:00,Waitlisted,75862,11398,Paid
2355,STU-3355,Rajesh Choudhary,rajesh.55@mail.com,9363109321,MBA,2024-09-07 03:00:00,Rejected,190903,133809,Pending
2356,STU-3356,Arjun Iyer,arjun.96@mail.com,9890136739,B.Tech,2024-09-07 04:00:00,Admitted,117422,95659,Pending
2357,STU-3357,Priya Das,priya.68@mail.com,9170133042,BCA,2024-09-07 05:00:00,Waitlisted,69776,75913,Partially Paid
2358,STU-3358,Michael Brown,michael.37@mail.com,9184647045,MCA,2024-09-07 06:00:00,Rejected,114082,151029,Partially Paid
2359,STU-3359,Divya Iyer,divya.53@mail.com,9492389514,MCA,2024-09-07 07:00:00,Rejected,106102,121183,Partially Paid
2360,STU-3360,Rohit Nair,rohit.41@mail.com,9225098700,BCA,2024-09-07 08:00:00,Rejected,151141,43569,Paid
2361,STU-3361,Nisha Gupta,nisha.79@mail.com,9628545433,B.Tech,2024-09-07 09:00:00,Waitlisted,110443,143796,Pending
2362,STU-3362,Nisha Reddy,nisha.90@mail.com,9889868914,B.Tech,2024-09-07 10:00:00,Waitlisted,72331,87654,Pending
2363,STU-3363,Kiran Reddy,kiran.76@mail.com,9208095767,BCA,2024-09-07 11:00:00,Admitted,88175,86537,Pending
2364,STU-3364,Meena Sharma,meena.81@mail.com,9815787827,BCA,2024-09-07 12:00:00,Rejected,70806,17341,Paid
2365,STU-3365,Rohit Das,rohit.34@mail.com,9633175400,MBA,2024-09-07 13:00:00,Rejected,99751,81686,Pending
2366,STU-3366,Sanjay Iyer,sanjay.13@mail.com,9699022877,MBA,2024-09-07 14:00:00,Rejected,187941,98067,Partially Paid
2367,STU-3367,Deepa Patel,deepa.51@mail.com,9510579454,MBA,2024-09-07 15:00:00,Waitlisted,127054,153547,Pending
2368,STU-3368,Daniel Williams,daniel.84@mail.com,9676687092,B.Tech,2024-09-07 16:00:00,Admitted,92551,20195,Pending
2369,STU-3369,Nisha Verma,nisha.93@mail.com,9755642882,BBA,2024-09-07 17:00:00,Admitted,110247,149908,Pending
2370,STU-3370,Rajesh Choudhary,rajesh.35@mail.com,9669261911,B.Tech,2024-09-07 18:00:00,Waitlisted,175580,67711,Paid
2371,STU-3371,Sophia Johnson,sophia.79@mail.com,9659744838,MBA,2024-09-07 19:00:00,Rejected,157191,144664,Pending
2372,STU-3372,Pooja Singh,pooja.74@mail.com,9317125439,BBA,2024-09-07 20:00:00,Waitlisted,164686,11552,Partially Paid
2373,STU-3373,Kiran Choudhary,kiran.10@mail.com,9414132245,MCA,2024-09-07 21:00:00,Rejected,91345,20802,Pending
2374,STU-3374,Rahul Choudhary,rahul.46@mail.com,9113926590,B.Tech,2024-09-07 22:00:00,Admitted,196581,140839,Paid
2375,STU-3375,Sanjay Reddy,sanjay.51@mail.com,9237494166,MCA,2024-09-07 23:00:00,Waitlisted,64147,60563,Paid
2376,STU-3376,Priya Sharma,priya.67@mail.com,9160128425,MBA,2024-09-08 00:00:00,Admitted,140560,73593,Paid
2377,STU-3377,Olivia Lee,olivia.53@mail.com,9402221287,BCA,2024-09-08 01:00:00,Waitlisted,135919,50177,Pending
2378,STU-3378,Manish Iyer,manish.91@mail.com,9120575468,BCA,2024-09-08 02:00:00,Rejected,129843,92792,Paid
2379,STU-3379,Deepa Das,deepa.14@mail.com,9257810804,B.Tech,2024-09-08 03:00:00,Waitlisted,79565,46311,Pending
2380,STU-3380,Divya Gupta,divya.16@mail.com,9638109049,MCA,2024-09-08 04:00:00,Admitted,67763,49019,Pending
2381,STU-3381,Sneha Choudhary,sneha.51@mail.com,9640795221,B.Tech,2024-09-08 05:00:00,Rejected,119040,78239,Paid
2382,STU-3382,Amit Patel,amit.51@mail.com,9918551433,MCA,2024-09-08 06:00:00,Waitlisted,122346,116217,Pending
2383,STU-3383,Pooja Nair,pooja.95@mail.com,9401591663,BCA,2024-09-08 07:00:00,Waitlisted,132525,94284,Pending
2384,STU-3384,Sanjay Sharma,sanjay.39@mail.com,9997571425,BBA,2024-09-08 08:00:00,Rejected,152260,107507,Pending
2385,STU-3385,Sophia Anderson,sophia.57@mail.com,9263340998,BBA,2024-09-08 09:00:00,Waitlisted,83379,13033,Partially Paid
2386,STU-3386,Amit Verma,amit.34@mail.com,9144475414,BCA,2024-09-08 10:00:00,Admitted,79897,145326,Partially Paid
2387,STU-3387,Manish Das,manish.23@mail.com,9243050524,BBA,2024-09-08 11:00:00,Admitted,155374,142990,Pending
2388,STU-3388,Emily Williams,emily.78@mail.com,9245657412,MCA,2024-09-08 12:00:00,Admitted,157110,114379,Paid
2389,STU-3389,Rohit Patel,rohit.35@mail.com,9287232137,B.Tech,2024-09-08 13:00:00,Rejected,162079,138180,Partially Paid
2390,STU-3390,Meena Iyer,meena.70@mail.com,9252162508,MBA,2024-09-08 14:00:00,Admitted,121944,96082,Pending
2391,STU-3391,Pooja Das,pooja.82@mail.com,9450796233,BCA,2024-09-08 15:00:00,Waitlisted,84200,150204,Paid
2392,STU-3392,Divya Iyer,divya.26@mail.com,9126287546,B.Tech,2024-09-08 16:00:00,Waitlisted,143544,144478,Partially Paid
2393,STU-3393,John Taylor,john.16@mail.com,9647287043,B.Tech,2024-09-08 17:00:00,Rejected,120796,136031,Paid
2394,STU-3394,Neha Singh,neha.69@mail.com,9279496839,MCA,2024-09-08 18:00:00,Admitted,153494,44877,Paid
2395,STU-3395,Rohit Das,rohit.77@mail.com,9847588926,MCA,2024-09-08 19:00:00,Rejected,97815,65242,Partially Paid
2396,STU-3396,Vivek Iyer,vivek.40@mail.com,9431473207,MCA,2024-09-08 20:00:00,Waitlisted,106012,96617,Partially Paid
2397,STU-3397,Manish Nair,manish.29@mail.com,9614635322,BBA,2024-09-08 21:00:00,Admitted,143092,160850,Partially Paid
2398,STU-3398,Priya Reddy,priya.97@mail.com,9429550987,MBA,2024-09-08 22:00:00,Waitlisted,118059,162810,Pending
2399,STU-3399,Deepa Das,deepa.73@mail.com,9681170008,MCA,2024-09-08 23:00:00,Admitted,177936,142132,Partially Paid
2400,STU-3400,Rakesh Singh,rakesh.11@mail.com,9398303971,MBA,2024-09-09 00:00:00,Rejected,65021,25773,Partially Paid
2401,STU-3401,Rajesh Verma,rajesh.22@mail.com,9616555651,MBA,2024-09-09 01:00:00,Rejected,80979,133594,Pending
2402,STU-3402,Sanjay Choudhary,sanjay.18@mail.com,9313446866,B.Tech,2024-09-09 02:00:00,Rejected,122003,133909,Pending
2403,STU-3403,Pooja Reddy,pooja.78@mail.com,9804475673,MBA,2024-09-09 03:00:00,Admitted,135984,172992,Paid
2404,STU-3404,Pooja Sharma,pooja.42@mail.com,9613720727,B.Tech,2024-09-09 04:00:00,Admitted,100615,98165,Partially Paid
2405,STU-3405,Anita Sharma,anita.65@mail.com,9653851594,BCA,2024-09-09 05:00:00,Admitted,171631,26911,Pending
2406,STU-3406,Vivek Reddy,vivek.44@mail.com,9818351644,MCA,2024-09-09 06:00:00,Admitted,194627,19039,Partially Paid
2407,STU-3407,Priya Nair,priya.85@mail.com,9766349961,BCA,2024-09-09 07:00:00,Admitted,127058,154775,Pending
2408,STU-3408,Priya Singh,priya.34@mail.com,9910824002,MBA,2024-09-09 08:00:00,Waitlisted,187264,58536,Pending
2409,STU-3409,Rohit Reddy,rohit.92@mail.com,9164793074,MBA,2024-09-09 09:00:00,Rejected,85675,28700,Paid
2410,STU-3410,Deepa Sharma,deepa.27@mail.com,9767604163,B.Tech,2024-09-09 10:00:00,Rejected,66701,11199,Pending
2411,STU-3411,Deepa Sharma,deepa.28@mail.com,9766944964,B.Tech,2024-09-09 11:00:00,Admitted,161597,68378,Partially Paid
2412,STU-3412,Rajesh Reddy,rajesh.31@mail.com,9529891208,B.Tech,2024-09-09 12:00:00,Waitlisted,191728,89027,Partially Paid
2413,STU-3413,Sneha Singh,sneha.78@mail.com,9365702228,MBA,2024-09-09 13:00:00,Waitlisted,199409,166093,Pending
2414,STU-3414,John Smith,john.41@mail.com,9388892762,BBA,2024-09-09 14:00:00,Rejected,197721,53442,Partially Paid
2415,STU-3415,Arjun Iyer,arjun.46@mail.com,9502250842,MCA,2024-09-09 15:00:00,Admitted,76689,42538,Pending
2416,STU-3416,Nisha Iyer,nisha.34@mail.com,9621309969,MBA,2024-09-09 16:00:00,Rejected,159169,102868,Pending
2417,STU-3417,Arjun Gupta,arjun.32@mail.com,9177242535,BCA,2024-09-09 17:00:00,Rejected,165879,159837,Pending
2418,STU-3418,Nisha Nair,nisha.51@mail.com,9622875736,MBA,2024-09-09 18:00:00,Waitlisted,61761,139987,Partially Paid
2419,STU-3419,Emily Brown,emily.37@mail.com,9341251051,MBA,2024-09-09 19:00:00,Admitted,114921,27410,Partially Paid
2420,STU-3420,Karthik Verma,karthik.49@mail.com,9155008362,BBA,2024-09-09 20:00:00,Waitlisted,84097,173904,Pending
2421,STU-3421,Manish Iyer,manish.92@mail.com,9294601049,MBA,2024-09-09 21:00:00,Waitlisted,151180,20679,Pending
2422,STU-3422,Amit Nair,amit.31@mail.com,9512892622,MBA,2024-09-09 22:00:00,Admitted,84525,83694,Paid
2423,STU-3423,Arjun Patel,arjun.33@mail.com,9651061934,BBA,2024-09-09 23:00:00,Waitlisted,158025,51776,Paid
2424,STU-3424,Kiran Patel,kiran.42@mail.com,9455563173,MCA,2024-09-10 00:00:00,Rejected,76517,55450,Partially Paid
2425,STU-3425,Amit Sharma,amit.57@mail.com,9121164655,BBA,2024-09-10 01:00:00,Waitlisted,180516,119002,Partially Paid
2426,STU-3426,Nisha Iyer,nisha.47@mail.com,9958441310,MBA,2024-09-10 02:00:00,Waitlisted,195094,99480,Pending
2427,STU-3427,David Anderson,david.97@mail.com,9786329965,BBA,2024-09-10 03:00:00,Waitlisted,154661,112195,Partially Paid
2428,STU-3428,Divya Patel,divya.56@mail.com,9904397300,BBA,2024-09-10 04:00:00,Admitted,134332,94818,Paid
2429,STU-3429,Deepa Nair,deepa.57@mail.com,9727045843,MCA,2024-09-10 05:00:00,Waitlisted,147821,173510,Partially Paid
2430,STU-3430,Divya Sharma,divya.92@mail.com,9184533246,MCA,2024-09-10 06:00:00,Admitted,165997,22335,Pending
2431,STU-3431,Amit Das,amit.14@mail.com,9436240771,MBA,2024-09-10 07:00:00,Rejected,106963,31124,Partially Paid
2432,STU-3432,Amit Reddy,amit.66@mail.com,9597091739,BBA,2024-09-10 08:00:00,Admitted,162508,149274,Paid
2433,STU-3433,Meena Choudhary,meena.81@mail.com,9443343173,MBA,2024-09-10 09:00:00,Waitlisted,163462,175692,Partially Paid
2434,STU-3434,Nisha Nair,nisha.77@mail.com,9948393427,MBA,2024-09-10 10:00:00,Waitlisted,114077,35530,Partially Paid
2435,STU-3435,Pooja Nair,pooja.20@mail.com,9565300925,MCA,2024-09-10 11:00:00,Waitlisted,189236,56845,Pending
2436,STU-3436,Vivek Singh,vivek.34@mail.com,9860950205,BBA,2024-09-10 12:00:00,Admitted,133649,131257,Partially Paid
2437,STU-3437,Anita Choudhary,anita.68@mail.com,9566993544,MCA,2024-09-10 13:00:00,Admitted,138117,79706,Paid
2438,STU-3438,Deepa Singh,deepa.31@mail.com,9623602078,MCA,2024-09-10 14:00:00,Admitted,95072,38783,Partially Paid
2439,STU-3439,Kiran Verma,kiran.50@mail.com,9620133875,MCA,2024-09-10 15:00:00,Admitted,169684,127703,Paid
2440,STU-3440,Anita Nair,anita.78@mail.com,9748798473,B.Tech,2024-09-10 16:00:00,Waitlisted,92135,47752,Partially Paid
2441,STU-3441,Rahul Patel,rahul.75@mail.com,9360048368,BBA,2024-09-10 17:00:00,Waitlisted,84228,66822,Partially Paid
2442,STU-3442,Pooja Reddy,pooja.18@mail.com,9365708039,BBA,2024-09-10 18:00:00,Waitlisted,61605,34451,Pending
2443,STU-3443,Rahul Iyer,rahul.50@mail.com,9153747612,MBA,2024-09-10 19:00:00,Admitted,152666,47410,Partially Paid
2444,STU-3444,Emily Thomas,emily.93@mail.com,9282686011,MBA,2024-09-10 20:00:00,Rejected,118385,25395,Pending
2445,STU-3445,Anita Nair,anita.11@mail.com,9472158681,BCA,2024-09-10 21:00:00,Admitted,164745,51346,Paid
2446,STU-3446,Rohit Sharma,rohit.93@mail.com,9593933206,BCA,2024-09-10 22:00:00,Rejected,73035,20048,Partially Paid
2447,STU-3447,Daniel Lee,daniel.25@mail.com,9280135281,BBA,2024-09-10 23:00:00,Waitlisted,158118,113641,Paid
2448,STU-3448,Nisha Patel,nisha.29@mail.com,9696919534,MCA,2024-09-11 00:00:00,Rejected,184719,17354,Partially Paid
2449,STU-3449,Vivek Gupta,vivek.30@mail.com,9836230250,BBA,2024-09-11 01:00:00,Admitted,112566,173086,Pending
2450,STU-3450,Divya Choudhary,divya.14@mail.com,9499930374,MBA,2024-09-11 02:00:00,Admitted,132089,100771,Pending
2451,STU-3451,Pooja Reddy,pooja.12@mail.com,9443631232,MBA,2024-09-11 03:00:00,Admitted,161951,80345,Partially Paid
2452,STU-3452,Emily Jones,emily.74@mail.com,9589685022,BCA,2024-09-11 04:00:00,Waitlisted,92552,172698,Partially Paid
2453,STU-3453,Divya Patel,divya.12@mail.com,9614056100,B.Tech,2024-09-11 05:00:00,Admitted,180407,153188,Partially Paid
2454,STU-3454,Emily Jones,emily.92@mail.com,9284796872,MBA,2024-09-11 06:00:00,Waitlisted,196609,47974,Partially Paid
2455,STU-3455,Sanjay Iyer,sanjay.91@mail.com,9449185631,BBA,2024-09-11 07:00:00,Admitted,124938,140819,Paid
2456,STU-3456,Meena Iyer,meena.37@mail.com,9229755413,BBA,2024-09-11 08:00:00,Waitlisted,154589,31225,Partially Paid
2457,STU-3457,Amit Nair,amit.52@mail.com,9689411002,BBA,2024-09-11 09:00:00,Admitted,70823,104634,Partially Paid
2458,STU-3458,Priya Sharma,priya.62@mail.com,9627592587,BCA,2024-09-11 10:00:00,Waitlisted,131729,175299,Pending
2459,STU-3459,Meena Patel,meena.99@mail.com,9204856903,B.Tech,2024-09-11 11:00:00,Waitlisted,105204,132318,Paid
2460,STU-3460,Rajesh Sharma,rajesh.72@mail.com,9631820971,B.Tech,2024-09-11 12:00:00,Waitlisted,88060,38823,Partially Paid
2461,STU-3461,Emma Taylor,emma.87@mail.com,9509774804,B.Tech,2024-09-11 13:00:00,Admitted,62605,137544,Pending
2462,STU-3462,Amit Sharma,amit.28@mail.com,9931371950,MBA,2024-09-11 14:00:00,Rejected,131358,35082,Partially Paid
2463,STU-3463,Deepa Gupta,deepa.30@mail.com,9144578741,B.Tech,2024-09-11 15:00:00,Rejected,89220,14915,Pending
2464,STU-3464,Vivek Sharma,vivek.95@mail.com,9511657893,MBA,2024-09-11 16:00:00,Admitted,90384,90583,Pending
2465,STU-3465,David Williams,david.24@mail.com,9167905537,BBA,2024-09-11 17:00:00,Waitlisted,152542,79458,Pending
2466,STU-3466,Nisha Gupta,nisha.65@mail.com,9252653229,B.Tech,2024-09-11 18:00:00,Waitlisted,189933,89253,Partially Paid
2467,STU-3467,Sanjay Nair,sanjay.83@mail.com,9323451674,B.Tech,2024-09-11 19:00:00,Rejected,190439,40675,Pending
2468,STU-3468,Kiran Patel,kiran.28@mail.com,9354890761,BCA,2024-09-11 20:00:00,Rejected,70170,73379,Partially Paid
2469,STU-3469,Arjun Sharma,arjun.62@mail.com,9226330102,MBA,2024-09-11 21:00:00,Admitted,190054,80550,Paid
2470,STU-3470,Rohit Patel,rohit.52@mail.com,9456680119,BBA,2024-09-11 22:00:00,Admitted,124679,76140,Partially Paid
2471,STU-3471,Amit Choudhary,amit.90@mail.com,9441060309,MCA,2024-09-11 23:00:00,Rejected,162497,24686,Partially Paid
2472,STU-3472,Amit Iyer,amit.39@mail.com,9618045294,B.Tech,2024-09-12 00:00:00,Admitted,166702,130750,Pending
2473,STU-3473,Rajesh Patel,rajesh.47@mail.com,9540088273,BBA,2024-09-12 01:00:00,Waitlisted,164799,46020,Pending
2474,STU-3474,Vivek Singh,vivek.66@mail.com,9204088047,MBA,2024-09-12 02:00:00,Rejected,161309,145015,Partially Paid
2475,STU-3475,Divya Singh,divya.62@mail.com,9563438406,MBA,2024-09-12 03:00:00,Rejected,192707,93096,Partially Paid
2476,STU-3476,Arjun Choudhary,arjun.61@mail.com,9351680212,MCA,2024-09-12 04:00:00,Admitted,175932,126982,Paid
2477,STU-3477,Rahul Singh,rahul.42@mail.com,9596488201,MCA,2024-09-12 05:00:00,Rejected,160311,53807,Paid
2478,STU-3478,Neha Sharma,neha.36@mail.com,9259477109,B.Tech,2024-09-12 06:00:00,Rejected,113954,72694,Pending
2479,STU-3479,Manish Verma,manish.70@mail.com,9677214393,MCA,2024-09-12 07:00:00,Rejected,132053,33657,Partially Paid
2480,STU-3480,Vivek Verma,vivek.27@mail.com,9901463309,B.Tech,2024-09-12 08:00:00,Admitted,85839,119328,Paid
2481,STU-3481,Priya Singh,priya.43@mail.com,9671689648,B.Tech,2024-09-12 09:00:00,Waitlisted,97223,170359,Paid
2482,STU-3482,Sneha Reddy,sneha.28@mail.com,9974590269,BCA,2024-09-12 10:00:00,Rejected,62405,150400,Partially Paid
2483,STU-3483,Vivek Reddy,vivek.53@mail.com,9384927340,MCA,2024-09-12 11:00:00,Waitlisted,187576,108611,Paid
2484,STU-3484,Manish Iyer,manish.33@mail.com,9814823431,BCA,2024-09-12 12:00:00,Admitted,124642,56945,Pending
2485,STU-3485,Deepa Singh,deepa.17@mail.com,9458879658,MCA,2024-09-12 13:00:00,Waitlisted,72811,173291,Partially Paid
2486,STU-3486,Sanjay Iyer,sanjay.82@mail.com,9961241037,B.Tech,2024-09-12 14:00:00,Rejected,175226,79974,Pending
2487,STU-3487,Sophia Moore,sophia.51@mail.com,9346404135,MCA,2024-09-12 15:00:00,Admitted,73553,179789,Partially Paid
2488,STU-3488,Emma Anderson,emma.77@mail.com,9305122315,MBA,2024-09-12 16:00:00,Rejected,117230,49483,Pending
2489,STU-3489,Nisha Sharma,nisha.94@mail.com,9524610197,B.Tech,2024-09-12 17:00:00,Admitted,102879,62400,Pending
2490,STU-3490,Divya Singh,divya.72@mail.com,9557762296,B.Tech,2024-09-12 18:00:00,Waitlisted,78879,93808,Paid
2491,STU-3491,Nisha Verma,nisha.71@mail.com,9280652576,MBA,2024-09-12 19:00:00,Waitlisted,150707,57202,Pending
2492,STU-3492,Meena Sharma,meena.91@mail.com,9772376176,MCA,2024-09-12 20:00:00,Waitlisted,65035,106828,Partially Paid
2493,STU-3493,Sneha Patel,sneha.72@mail.com,9683230301,MBA,2024-09-12 21:00:00,Admitted,156178,157233,Partially Paid
2494,STU-3494,Priya Singh,priya.51@mail.com,9275133542,MCA,2024-09-12 22:00:00,Admitted,165118,91459,Pending
2495,STU-3495,Sneha Reddy,sneha.39@mail.com,9629780771,MCA,2024-09-12 23:00:00,Rejected,146661,76386,Partially Paid
2496,STU-3496,Pooja Iyer,pooja.53@mail.com,9579475919,MBA,2024-09-13 00:00:00,Rejected,88576,130904,Pending
2497,STU-3497,Rakesh Iyer,rakesh.46@mail.com,9805330137,B.Tech,2024-09-13 01:00:00,Rejected,147372,33394,Pending
2498,STU-3498,Rahul Nair,rahul.46@mail.com,9919637993,B.Tech,2024-09-13 02:00:00,Admitted,180059,99196,Paid
2499,STU-3499,Amit Gupta,amit.24@mail.com,9356702598,MBA,2024-09-13 03:00:00,Rejected,69059,143203,Partially Paid
2500,STU-3500,Michael Brown,michael.97@mail.com,9140785749,BBA,2024-09-13 04:00:00,Rejected,109476,68513,Paid
2501,STU-3501,Arjun Reddy,arjun.33@mail.com,9485233051,BCA,2024-09-13 05:00:00,Waitlisted,122776,107622,Partially Paid
2502,STU-3502,Karthik Das,karthik.56@mail.com,9598713377,MBA,2024-09-13 06:00:00,Waitlisted,157097,164281,Paid
2503,STU-3503,Sanjay Gupta,sanjay.88@mail.com,9137543947,MBA,2024-09-13 07:00:00,Waitlisted,178693,68852,Pending
2504,STU-3504,Amit Patel,amit.48@mail.com,9510860447,BCA,2024-09-13 08:00:00,Admitted,199654,63644,Partially Paid
2505,STU-3505,Deepa Iyer,deepa.66@mail.com,9253297066,BCA,2024-09-13 09:00:00,Waitlisted,137305,107376,Pending
2506,STU-3506,Robert Thomas,robert.40@mail.com,9376256093,MBA,2024-09-13 10:00:00,Rejected,76201,121977,Pending
2507,STU-3507,Deepa Verma,deepa.98@mail.com,9117123176,MCA,2024-09-13 11:00:00,Rejected,116478,23703,Pending
2508,STU-3508,Anita Patel,anita.28@mail.com,9626689731,B.Tech,2024-09-13 12:00:00,Admitted,163892,106302,Paid
2509,STU-3509,Meena Choudhary,meena.25@mail.com,9635912352,MBA,2024-09-13 13:00:00,Admitted,108932,85641,Paid
2510,STU-3510,Rajesh Sharma,rajesh.35@mail.com,9485630333,BBA,2024-09-13 14:00:00,Rejected,150846,11119,Pending
2511,STU-3511,Kiran Das,kiran.69@mail.com,9950642930,MBA,2024-09-13 15:00:00,Waitlisted,80946,146386,Pending
2512,STU-3512,Sanjay Nair,sanjay.95@mail.com,9879376565,MBA,2024-09-13 16:00:00,Admitted,68368,168784,Paid
2513,STU-3513,Sneha Nair,sneha.17@mail.com,9336937228,MBA,2024-09-13 17:00:00,Admitted,93331,151682,Paid
2514,STU-3514,Meena Das,meena.91@mail.com,9189388033,MCA,2024-09-13 18:00:00,Waitlisted,192040,146755,Paid
2515,STU-3515,Divya Das,divya.26@mail.com,9589580093,B.Tech,2024-09-13 19:00:00,Waitlisted,108684,93204,Partially Paid
2516,STU-3516,Pooja Patel,pooja.17@mail.com,9268650256,B.Tech,2024-09-13 20:00:00,Admitted,165557,36875,Partially Paid
2517,STU-3517,Rahul Sharma,rahul.41@mail.com,9799189133,MBA,2024-09-13 21:00:00,Admitted,91207,89076,Partially Paid
2518,STU-3518,Rohit Iyer,rohit.73@mail.com,9184982505,MCA,2024-09-13 22:00:00,Waitlisted,68051,67240,Paid
2519,STU-3519,Vivek Patel,vivek.31@mail.com,9563526134,MCA,2024-09-13 23:00:00,Waitlisted,82140,65924,Paid
2520,STU-3520,Anita Gupta,anita.80@mail.com,9941872979,MBA,2024-09-14 00:00:00,Rejected,102443,80002,Partially Paid
2521,STU-3521,Rajesh Singh,rajesh.98@mail.com,9773501815,BCA,2024-09-14 01:00:00,Admitted,95028,70431,Partially Paid
