,student_id,student_name_x,email_x,course,admission_date,admission_status,total_fee,paid_fee,Old_payment_status,payment_status,balance,delayed_payment,needs_reminder
2210,STU-3210,Deepa Das,deepa.23@mail.com,MBA,2024-09-01 02:00:00,Waitlisted,121803,121803,Paid,PAID,0,0,0
2211,STU-3211,Amit Nair,amit.94@mail.com,MBA,2024-09-01 03:00:00,Rejected,163392,163392,Pending,PAID,0,0,0
2212,STU-3212,Rahul Patel,rahul.29@mail.com,MCA,2024-09-01 04:00:00,Waitlisted,182197,136306,Pending,PENDING,45891,1,0
2213,STU-3213,Kiran Singh,kiran.63@mail.com,MCA,2024-09-01 05:00:00,Rejected,123324,118358,Partially Paid,PENDING,4966,1,0
2214,STU-3214,Emma Williams,emma.13@mail.com,MCA,2024-09-01 06:00:00,Admitted,179212,179212,Pending,PAID,0,0,0
2215,STU-3215,Arjun Das,arjun.18@mail.com,BCA,2024-09-01 07:00:00,Waitlisted,33992,33992,Paid,PAID,0,0,0
2216,STU-3216,Sneha Patel,sneha.96@mail.com,MBA,2024-09-01 08:00:00,Admitted,117182,98518,Partially Paid,PENDING,18664,1,0
2217,STU-3217,Priya Iyer,priya.65@mail.com,BCA,2024-09-01 09:00:00,Admitted,60899,60899,Paid,PAID,0,0,0
2218,STU-3218,Olivia Moore,olivia.67@mail.com,MBA,2024-09-01 10:00:00,Waitlisted,182954,175606,Pending,PENDING,7348,1,0
2219,STU-3219,Pooja Reddy,pooja.78@mail.com,MBA,2024-09-01 11:00:00,Rejected,181083,170794,Pending,PENDING,10289,1,0
2220,STU-3220,Sarah Moore,sarah.42@mail.com,BCA,2024-09-01 12:00:00,Admitted,145303,75140,Pending,PENDING,70163,1,1
2221,STU-3221,Olivia Anderson,olivia.88@mail.com,MBA,2024-09-01 13:00:00,Rejected,120509,120509,Paid,PAID,0,0,0
2222,STU-3222,Anita Choudhary,anita.50@mail.com,BCA,2024-09-01 14:00:00,Waitlisted,168463,61736,Pending,PENDING,106727,1,1
2223,STU-3223,Divya Gupta,divya.28@mail.com,MBA,2024-09-01 15:00:00,Waitlisted,145766,145766,Paid,PAID,0,0,0
2224,STU-3224,Rakesh Reddy,rakesh.44@mail.com,MCA,2024-09-01 16:00:00,Waitlisted,167463,167463,Partially Paid,PAID,0,0,0
2225,STU-3225,Vivek Sharma,vivek.17@mail.com,BCA,2024-09-01 17:00:00,Rejected,125913,99952,Partially Paid,PENDING,25961,1,0
2226,STU-3226,Meena Patel,meena.95@mail.com,MCA,2024-09-01 18:00:00,Waitlisted,168004,168004,Paid,PAID,0,0,0
2227,STU-3227,Arjun Sharma,arjun.79@mail.com,BBA,2024-09-01 19:00:00,Admitted,176920,176920,Pending,PAID,0,0,0
2228,STU-3228,Arjun Verma,arjun.20@mail.com,MBA,2024-09-01 20:00:00,Admitted,173482,173482,Pending,PAID,0,0,0
2229,STU-3229,Sneha Nair,sneha.74@mail.com,MCA,2024-09-01 21:00:00,Waitlisted,160471,157183,Partially Paid,PENDING,3288,1,0
2230,STU-3230,Neha Singh,neha.81@mail.com,B.Tech,2024-09-01 22:00:00,Waitlisted,74591,74591,Paid,PAID,0,0,0
2231,STU-3231,Priya Nair,priya.55@mail.com,BCA,2024-09-01 23:00:00,Admitted,64453,64453,Paid,PAID,0,0,0
2232,STU-3232,Sarah Smith,sarah.15@mail.com,BBA,2024-09-02 00:00:00,Waitlisted,52409,52409,Paid,PAID,0,0,0
2233,STU-3233,Amit Nair,amit.22@mail.com,B.Tech,2024-09-02 01:00:00,Waitlisted,172317,92179,Partially Paid,PENDING,80138,1,1
2234,STU-3234,Sarah Williams,sarah.81@mail.com,BBA,2024-09-02 02:00:00,Waitlisted,148203,49612,Partially Paid,PENDING,98591,1,1
2235,STU-3235,Priya Reddy,priya.66@mail.com,MBA,2024-09-02 03:00:00,Admitted,96126,64894,Pending,PENDING,31232,1,1
2236,STU-3236,Anita Verma,anita.66@mail.com,BBA,2024-09-02 04:00:00,Waitlisted,44861,44861,Paid,PAID,0,0,0
2237,STU-3237,Anita Reddy,anita.23@mail.com,BBA,2024-09-02 05:00:00,Admitted,102295,102295,Paid,PAID,0,0,0
2238,STU-3238,Pooja Choudhary,pooja.36@mail.com,BCA,2024-09-02 06:00:00,Rejected,189261,100100,Partially Paid,PENDING,89161,1,1
2239,STU-3239,Deepa Patel,deepa.76@mail.com,MBA,2024-09-02 07:00:00,Waitlisted,170250,170250,Pending,PAID,0,0,0
2240,STU-3240,Amit Iyer,amit.59@mail.com,BCA,2024-09-02 08:00:00,Admitted,26886,26886,Paid,PAID,0,0,0
2241,STU-3241,Robert Brown,robert.85@mail.com,BBA,2024-09-02 09:00:00,Waitlisted,155526,155526,Partially Paid,PAID,0,0,0
2242,STU-3242,Rajesh Sharma,rajesh.79@mail.com,BCA,2024-09-02 10:00:00,Rejected,135497,135497,Paid,PAID,0,0,0
2243,STU-3243,Rakesh Choudhary,rakesh.60@mail.com,MCA,2024-09-02 11:00:00,Rejected,108331,108331,Paid,PAID,0,0,0
2244,STU-3244,Rajesh Sharma,rajesh.57@mail.com,MBA,2024-09-02 12:00:00,Rejected,112947,107824,Partially Paid,PENDING,5123,1,0
2245,STU-3245,Karthik Iyer,karthik.30@mail.com,BCA,2024-09-02 13:00:00,Admitted,87399,87399,Paid,PAID,0,0,0
2246,STU-3246,Sanjay Verma,sanjay.82@mail.com,MCA,2024-09-02 14:00:00,Waitlisted,119185,73242,Pending,PENDING,45943,1,1
2247,STU-3247,Sanjay Singh,sanjay.28@mail.com,B.Tech,2024-09-02 15:00:00,Admitted,18131,18131,Paid,PAID,0,0,0
2248,STU-3248,Arjun Gupta,arjun.97@mail.com,MCA,2024-09-02 16:00:00,Rejected,103887,103887,Paid,PAID,0,0,0
2249,STU-3249,Nisha Reddy,nisha.13@mail.com,BCA,2024-09-02 17:00:00,Waitlisted,124628,80457,Partially Paid,PENDING,44171,1,1
2250,STU-3250,Priya Patel,priya.42@mail.com,MBA,2024-09-02 18:00:00,Waitlisted,198441,33262,Partially Paid,PENDING,165179,1,1
2251,STU-3251,Rahul Gupta,rahul.95@mail.com,MBA,2024-09-02 19:00:00,Admitted,164771,50784,Pending,PENDING,113987,1,1
2252,STU-3252,Rakesh Gupta,rakesh.42@mail.com,B.Tech,2024-09-02 20:00:00,Rejected,73137,73137,Paid,PAID,0,0,0
2253,STU-3253,Anita Gupta,anita.85@mail.com,BCA,2024-09-02 21:00:00,Waitlisted,193903,10911,Pending,PENDING,182992,1,1
2254,STU-3254,Anita Nair,anita.79@mail.com,MCA,2024-09-02 22:00:00,Admitted,145861,145861,Paid,PAID,0,0,0
2255,STU-3255,Amit Iyer,amit.45@mail.com,MCA,2024-09-02 23:00:00,Rejected,157176,96517,Partially Paid,PENDING,60659,1,1
2256,STU-3256,Divya Reddy,divya.94@mail.com,BCA,2024-09-03 00:00:00,Waitlisted,178578,178578,Paid,PAID,0,0,0
2257,STU-3257,Pooja Singh,pooja.42@mail.com,MBA,2024-09-03 01:00:00,Waitlisted,71683,51821,Pending,PENDING,19862,1,0
2258,STU-3258,Divya Gupta,divya.25@mail.com,MCA,2024-09-03 02:00:00,Waitlisted,162016,13990,Pending,PENDING,148026,1,1
2259,STU-3259,Sanjay Sharma,sanjay.25@mail.com,B.Tech,2024-09-03 03:00:00,Waitlisted,120156,114416,Partially Paid,PENDING,5740,1,0
2260,STU-3260,Sneha Nair,sneha.94@mail.com,MBA,2024-09-03 04:00:00,Rejected,98565,91763,Partially Paid,PENDING,6802,1,0
2261,STU-3261,Sneha Gupta,sneha.50@mail.com,BCA,2024-09-03 05:00:00,Rejected,112358,61934,Pending,PENDING,50424,1,1
2262,STU-3262,Anita Singh,anita.93@mail.com,B.Tech,2024-09-03 06:00:00,Admitted,193333,67484,Partially Paid,PENDING,125849,1,1
2263,STU-3263,Rohit Verma,rohit.21@mail.com,BCA,2024-09-03 07:00:00,Waitlisted,192534,107936,Pending,PENDING,84598,1,1
2264,STU-3264,Meena Iyer,meena.62@mail.com,BBA,2024-09-03 08:00:00,Admitted,113419,113419,Partially Paid,PAID,0,0,0
2265,STU-3265,Sanjay Reddy,sanjay.86@mail.com,BCA,2024-09-03 09:00:00,Rejected,104233,104233,Partially Paid,PAID,0,0,0
2266,STU-3266,Pooja Reddy,pooja.36@mail.com,B.Tech,2024-09-03 10:00:00,Rejected,152693,152693,Pending,PAID,0,0,0
2267,STU-3267,Sneha Sharma,sneha.91@mail.com,MBA,2024-09-03 11:00:00,Rejected,114223,114223,Paid,PAID,0,0,0
2268,STU-3268,Kiran Verma,kiran.19@mail.com,MBA,2024-09-03 12:00:00,Rejected,143660,102125,Pending,PENDING,41535,1,0
2269,STU-3269,Deepa Verma,deepa.69@mail.com,B.Tech,2024-09-03 13:00:00,Waitlisted,141232,33051,Pending,PENDING,108181,1,1
2270,STU-3270,Vivek Gupta,vivek.53@mail.com,B.Tech,2024-09-03 14:00:00,Rejected,151949,151949,Partially Paid,PAID,0,0,0
2271,STU-3271,David Smith,david.56@mail.com,BCA,2024-09-03 15:00:00,Rejected,109776,75819,Pending,PENDING,33957,1,1
2272,STU-3272,Rakesh Sharma,rakesh.34@mail.com,B.Tech,2024-09-03 16:00:00,Waitlisted,163635,114873,Partially Paid,PENDING,48762,1,0
2273,STU-3273,Rakesh Nair,rakesh.71@mail.com,MBA,2024-09-03 17:00:00,Rejected,170143,170143,Paid,PAID,0,0,0
2274,STU-3274,Rohit Iyer,rohit.57@mail.com,MCA,2024-09-03 18:00:00,Admitted,176168,176168,Pending,PAID,0,0,0
2275,STU-3275,David Moore,david.17@mail.com,BCA,2024-09-03 19:00:00,Waitlisted,104332,104332,Paid,PAID,0,0,0
2276,STU-3276,Rakesh Choudhary,rakesh.67@mail.com,MBA,2024-09-03 20:00:00,Waitlisted,177191,176499,Pending,PENDING,692,1,0
2277,STU-3277,Anita Patel,anita.27@mail.com,MCA,2024-09-03 21:00:00,Rejected,65651,65651,Paid,PAID,0,0,0
2278,STU-3278,Divya Patel,divya.99@mail.com,BCA,2024-09-03 22:00:00,Admitted,70279,70279,Paid,PAID,0,0,0
2279,STU-3279,Manish Iyer,manish.35@mail.com,BCA,2024-09-03 23:00:00,Admitted,119042,119042,Pending,PAID,0,0,0
2280,STU-3280,Rohit Iyer,rohit.96@mail.com,MCA,2024-09-04 00:00:00,Rejected,140398,49515,Pending,PENDING,90883,1,1
2281,STU-3281,Amit Gupta,amit.55@mail.com,BCA,2024-09-04 01:00:00,Rejected,99712,29470,Partially Paid,PENDING,70242,1,1
2282,STU-3282,Rakesh Reddy,rakesh.99@mail.com,B.Tech,2024-09-04 02:00:00,Admitted,14307,14307,Paid,PAID,0,0,0
2283,STU-3283,Divya Patel,divya.70@mail.com,BCA,2024-09-04 03:00:00,Admitted,88926,88926,Paid,PAID,0,0,0
2284,STU-3284,Rahul Das,rahul.86@mail.com,B.Tech,2024-09-04 04:00:00,Rejected,75972,75972,Paid,PAID,0,0,0
2285,STU-3285,Priya Patel,priya.34@mail.com,BCA,2024-09-04 05:00:00,Admitted,182407,124123,Pending,PENDING,58284,1,1
2286,STU-3286,Rajesh Iyer,rajesh.44@mail.com,BCA,2024-09-04 06:00:00,Rejected,197582,50224,Pending,PENDING,147358,1,1
2287,STU-3287,Sanjay Das,sanjay.85@mail.com,B.Tech,2024-09-04 07:00:00,Waitlisted,104372,103330,Pending,PENDING,1042,1,0
2288,STU-3288,Meena Verma,meena.69@mail.com,MCA,2024-09-04 08:00:00,Admitted,102326,55998,Partially Paid,PENDING,46328,1,1
2289,STU-3289,Priya Das,priya.56@mail.com,MBA,2024-09-04 09:00:00,Rejected,93100,86380,Pending,PENDING,6720,1,0
2290,STU-3290,Rohit Das,rohit.46@mail.com,MBA,2024-09-04 10:00:00,Waitlisted,99076,63803,Partially Paid,PENDING,35273,1,1
2291,STU-3291,Amit Das,amit.38@mail.com,MBA,2024-09-04 11:00:00,Rejected,149204,149204,Paid,PAID,0,0,0
2292,STU-3292,Rajesh Singh,rajesh.91@mail.com,BBA,2024-09-04 12:00:00,Rejected,11921,11921,Paid,PAID,0,0,0
2293,STU-3293,Rajesh Gupta,rajesh.28@mail.com,MCA,2024-09-04 13:00:00,Rejected,123025,123025,Pending,PAID,0,0,0
2294,STU-3294,Vivek Reddy,vivek.89@mail.com,MBA,2024-09-04 14:00:00,Waitlisted,131967,131967,Partially Paid,PAID,0,0,0
2295,STU-3295,Pooja Reddy,pooja.77@mail.com,B.Tech,2024-09-04 15:00:00,Rejected,175578,157992,Pending,PENDING,17586,1,0
2296,STU-3296,Amit Sharma,amit.41@mail.com,BBA,2024-09-04 16:00:00,Waitlisted,131725,70992,Partially Paid,PENDING,60733,1,1
2297,STU-3297,Priya Verma,priya.83@mail.com,MCA,2024-09-04 17:00:00,Admitted,142800,142800,Paid,PAID,0,0,0
2298,STU-3298,Manish Patel,manish.56@mail.com,B.Tech,2024-09-04 18:00:00,Waitlisted,184304,156934,Pending,PENDING,27370,1,0
2299,STU-3299,Sophia Brown,sophia.92@mail.com,B.Tech,2024-09-04 19:00:00,Waitlisted,128645,128645,Partially Paid,PAID,0,0,0
2300,STU-3300,Karthik Verma,karthik.57@mail.com,BCA,2024-09-04 20:00:00,Rejected,105477,105477,Paid,PAID,0,0,0
2301,STU-3301,Karthik Verma,karthik.11@mail.com,BCA,2024-09-04 21:00:00,Rejected,190700,118720,Pending,PENDING,71980,1,1
2302,STU-3302,Rohit Gupta,rohit.58@mail.com,MCA,2024-09-04 22:00:00,Waitlisted,14226,14226,Paid,PAID,0,0,0
2303,STU-3303,David Johnson,david.25@mail.com,B.Tech,2024-09-04 23:00:00,Waitlisted,162981,66753,Partially Paid,PENDING,96228,1,1
2304,STU-3304,Amit Iyer,amit.28@mail.com,BCA,2024-09-05 00:00:00,Admitted,143223,92727,Partially Paid,PENDING,50496,1,1
2305,STU-3305,Rakesh Choudhary,rakesh.35@mail.com,BCA,2024-09-05 01:00:00,Rejected,121064,121064,Partially Paid,PAID,0,0,0
2306,STU-3306,Rohit Choudhary,rohit.64@mail.com,BBA,2024-09-05 02:00:00,Waitlisted,115972,115972,Paid,PAID,0,0,0
2307,STU-3307,Meena Reddy,meena.86@mail.com,BCA,2024-09-05 03:00:00,Waitlisted,114734,87749,Pending,PENDING,26985,1,0
2308,STU-3308,Sanjay Patel,sanjay.55@mail.com,BBA,2024-09-05 04:00:00,Rejected,26549,26549,Paid,PAID,0,0,0
2309,STU-3309,Meena Iyer,meena.50@mail.com,MBA,2024-09-05 05:00:00,Admitted,77906,42219,Partially Paid,PENDING,35687,1,1
2310,STU-3310,Pooja Gupta,pooja.18@mail.com,MBA,2024-09-05 06:00:00,Rejected,114458,28659,Pending,PENDING,85799,1,1
2311,STU-3311,Manish Iyer,manish.69@mail.com,B.Tech,2024-09-05 07:00:00,Rejected,58034,58034,Paid,PAID,0,0,0
2312,STU-3312,Vivek Reddy,vivek.66@mail.com,B.Tech,2024-09-05 08:00:00,Admitted,112608,71647,Partially Paid,PENDING,40961,1,1
2313,STU-3313,Rohit Gupta,rohit.38@mail.com,MCA,2024-09-05 09:00:00,Admitted,138320,61514,Pending,PENDING,76806,1,1
2314,STU-3314,Neha Reddy,neha.99@mail.com,BCA,2024-09-05 10:00:00,Waitlisted,188264,95585,Partially Paid,PENDING,92679,1,1
2315,STU-3315,Manish Sharma,manish.37@mail.com,B.Tech,2024-09-05 11:00:00,Admitted,170874,170874,Pending,PAID,0,0,0
2316,STU-3316,Rahul Singh,rahul.67@mail.com,BCA,2024-09-05 12:00:00,Rejected,189351,175691,Pending,PENDING,13660,1,0
2317,STU-3317,Karthik Nair,karthik.86@mail.com,BCA,2024-09-05 13:00:00,Admitted,131226,131226,Pending,PAID,0,0,0
2318,STU-3318,Karthik Reddy,karthik.23@mail.com,MCA,2024-09-05 14:00:00,Admitted,159183,135053,Partially Paid,PENDING,24130,1,0
2319,STU-3319,Priya Nair,priya.24@mail.com,B.Tech,2024-09-05 15:00:00,Admitted,167153,10781,Partially Paid,PENDING,156372,1,1
2320,STU-3320,Karthik Patel,karthik.44@mail.com,MCA,2024-09-05 16:00:00,Waitlisted,148639,148639,Paid,PAID,0,0,0
2321,STU-3321,Pooja Nair,pooja.55@mail.com,B.Tech,2024-09-05 17:00:00,Rejected,139368,139368,Paid,PAID,0,0,0
2322,STU-3322,Deepa Verma,deepa.57@mail.com,BCA,2024-09-05 18:00:00,Admitted,15256,15256,Paid,PAID,0,0,0
2323,STU-3323,Emily Williams,emily.14@mail.com,BBA,2024-09-05 19:00:00,Admitted,165461,165461,Paid,PAID,0,0,0
2324,STU-3324,Vivek Verma,vivek.11@mail.com,MCA,2024-09-05 20:00:00,Waitlisted,100366,100366,Paid,PAID,0,0,0
2325,STU-3325,Priya Singh,priya.39@mail.com,B.Tech,2024-09-05 21:00:00,Admitted,130051,59867,Partially Paid,PENDING,70184,1,1
2326,STU-3326,Meena Iyer,meena.88@mail.com,BBA,2024-09-05 22:00:00,Admitted,125890,125890,Pending,PAID,0,0,0
2327,STU-3327,Karthik Iyer,karthik.60@mail.com,BBA,2024-09-05 23:00:00,Waitlisted,148027,148027,Paid,PAID,0,0,0
2328,STU-3328,Emma Anderson,emma.16@mail.com,MCA,2024-09-06 00:00:00,Admitted,103497,45986,Pending,PENDING,57511,1,1
2329,STU-3329,Arjun Gupta,arjun.90@mail.com,BCA,2024-09-06 01:00:00,Rejected,40358,40358,Paid,PAID,0,0,0
2330,STU-3330,Sneha Gupta,sneha.24@mail.com,MBA,2024-09-06 02:00:00,Rejected,131465,126916,Partially Paid,PENDING,4549,1,0
2331,STU-3331,Divya Singh,divya.17@mail.com,BBA,2024-09-06 03:00:00,Admitted,46376,46376,Paid,PAID,0,0,0
2332,STU-3332,Karthik Singh,karthik.73@mail.com,MCA,2024-09-06 04:00:00,Waitlisted,164027,48277,Partially Paid,PENDING,115750,1,1
2333,STU-3333,Vivek Singh,vivek.18@mail.com,B.Tech,2024-09-06 05:00:00,Waitlisted,175204,175204,Paid,PAID,0,0,0
2334,STU-3334,Anita Sharma,anita.75@mail.com,B.Tech,2024-09-06 06:00:00,Rejected,122863,122863,Paid,PAID,0,0,0
2335,STU-3335,Manish Reddy,manish.15@mail.com,MBA,2024-09-06 07:00:00,Waitlisted,75342,75342,Paid,PAID,0,0,0
2336,STU-3336,Karthik Das,karthik.63@mail.com,BBA,2024-09-06 08:00:00,Rejected,149234,114946,Pending,PENDING,34288,1,0
2337,STU-3337,Meena Verma,meena.48@mail.com,MCA,2024-09-06 09:00:00,Waitlisted,159887,88689,Pending,PENDING,71198,1,1
2338,STU-3338,Rohit Singh,rohit.95@mail.com,MBA,2024-09-06 10:00:00,Admitted,165892,43132,Partially Paid,PENDING,122760,1,1
2339,STU-3339,Sanjay Patel,sanjay.52@mail.com,MCA,2024-09-06 11:00:00,Rejected,162899,162899,Pending,PAID,0,0,0
2340,STU-3340,Rahul Singh,rahul.92@mail.com,MCA,2024-09-06 12:00:00,Rejected,91798,77739,Partially Paid,PENDING,14059,1,0
2341,STU-3341,Kiran Sharma,kiran.25@mail.com,BCA,2024-09-06 13:00:00,Waitlisted,81905,20864,Pending,PENDING,61041,1,1
2342,STU-3342,Kiran Iyer,kiran.97@mail.com,B.Tech,2024-09-06 14:00:00,Rejected,134971,134971,Paid,PAID,0,0,0
2343,STU-3343,Sneha Verma,sneha.14@mail.com,B.Tech,2024-09-06 15:00:00,Admitted,172741,172741,Partially Paid,PAID,0,0,0
2344,STU-3344,Arjun Singh,arjun.78@mail.com,BBA,2024-09-06 16:00:00,Waitlisted,60886,60716,Partially Paid,PENDING,170,1,0
2345,STU-3345,Sarah Jones,sarah.54@mail.com,BBA,2024-09-06 17:00:00,Rejected,100144,14991,Partially Paid,PENDING,85153,1,1
2346,STU-3346,Manish Verma,manish.55@mail.com,BBA,2024-09-06 18:00:00,Admitted,140270,137167,Pending,PENDING,3103,1,0
2347,STU-3347,Karthik Iyer,karthik.29@mail.com,B.Tech,2024-09-06 19:00:00,Admitted,113574,113574,Paid,PAID,0,0,0
2348,STU-3348,Robert Williams,robert.94@mail.com,MCA,2024-09-06 20:00:00,Admitted,36412,36412,Paid,PAID,0,0,0
2349,STU-3349,Deepa Iyer,deepa.47@mail.com,BBA,2024-09-06 21:00:00,Rejected,198654,107075,Partially Paid,PENDING,91579,1,1
2350,STU-3350,Emily Anderson,emily.66@mail.com,BBA,2024-09-06 22:00:00,Rejected,55469,55469,Paid,PAID,0,0,0
2351,STU-3351,Vivek Choudhary,vivek.45@mail.com,BBA,2024-09-06 23:00:00,Rejected,153516,97260,Partially Paid,PENDING,56256,1,1
2352,STU-3352,Rohit Choudhary,rohit.32@mail.com,MCA,2024-09-07 00:00:00,Waitlisted,153954,153954,Pending,PAID,0,0,0
2353,STU-3353,Rahul Singh,rahul.63@mail.com,BBA,2024-09-07 01:00:00,Rejected,120373,60551,Partially Paid,PENDING,59822,1,1
2354,STU-3354,Nisha Sharma,nisha.46@mail.com,BBA,2024-09-07 02:00:00,Waitlisted,11398,11398,Paid,PAID,0,0,0
2355,STU-3355,Rajesh Choudhary,rajesh.55@mail.com,MBA,2024-09-07 03:00:00,Rejected,190903,133809,Pending,PENDING,57094,1,0
2356,STU-3356,Arjun Iyer,arjun.96@mail.com,B.Tech,2024-09-07 04:00:00,Admitted,117422,95659,Pending,PENDING,21763,1,0
2357,STU-3357,Priya Das,priya.68@mail.com,BCA,2024-09-07 05:00:00,Waitlisted,75913,75913,Partially Paid,PAID,0,0,0
2358,STU-3358,Michael Brown,michael.37@mail.com,MCA,2024-09-07 06:00:00,Rejected,151029,151029,Partially Paid,PAID,0,0,0
2359,STU-3359,Divya Iyer,divya.53@mail.com,MCA,2024-09-07 07:00:00,Rejected,121183,121183,Partially Paid,PAID,0,0,0
2360,STU-3360,Rohit Nair,rohit.41@mail.com,BCA,2024-09-07 08:00:00,Rejected,43569,43569,Paid,PAID,0,0,0
2361,STU-3361,Nisha Gupta,nisha.79@mail.com,B.Tech,2024-09-07 09:00:00,Waitlisted,143796,143796,Pending,PAID,0,0,0
2362,STU-3362,Nisha Reddy,nisha.90@mail.com,B.Tech,2024-09-07 10:00:00,Waitlisted,87654,87654,Pending,PAID,0,0,0
2363,STU-3363,Kiran Reddy,kiran.76@mail.com,BCA,2024-09-07 11:00:00,Admitted,88175,86537,Pending,PENDING,1638,1,0
2364,STU-3364,Meena Sharma,meena.81@mail.com,BCA,2024-09-07 12:00:00,Rejected,17341,17341,Paid,PAID,0,0,0
2365,STU-3365,Rohit Das,rohit.34@mail.com,MBA,2024-09-07 13:00:00,Rejected,99751,81686,Pending,PENDING,18065,1,0
2366,STU-3366,Sanjay Iyer,sanjay.13@mail.com,MBA,2024-09-07 14:00:00,Rejected,187941,98067,Partially Paid,PENDING,89874,1,1
2367,STU-3367,Deepa Patel,deepa.51@mail.com,MBA,2024-09-07 15:00:00,Waitlisted,153547,153547,Pending,PAID,0,0,0
2368,STU-3368,Daniel Williams,daniel.84@mail.com,B.Tech,2024-09-07 16:00:00,Admitted,92551,20195,Pending,PENDING,72356,1,1
2369,STU-3369,Nisha Verma,nisha.93@mail.com,BBA,2024-09-07 17:00:00,Admitted,149908,149908,Pending,PAID,0,0,0
2370,STU-3370,Rajesh Choudhary,rajesh.35@mail.com,B.Tech,2024-09-07 18:00:00,Waitlisted,67711,67711,Paid,PAID,0,0,0
2371,STU-3371,Sophia Johnson,sophia.79@mail.com,MBA,2024-09-07 19:00:00,Rejected,157191,144664,Pending,PENDING,12527,1,0
2372,STU-3372,Pooja Singh,pooja.74@mail.com,BBA,2024-09-07 20:00:00,Waitlisted,164686,11552,Partially Paid,PENDING,153134,1,1
2373,STU-3373,Kiran Choudhary,kiran.10@mail.com,MCA,2024-09-07 21:00:00,Rejected,91345,20802,Pending,PENDING,70543,1,1
2374,STU-3374,Rahul Choudhary,rahul.46@mail.com,B.Tech,2024-09-07 22:00:00,Admitted,140839,140839,Paid,PAID,0,0,0
2375,STU-3375,Sanjay Reddy,sanjay.51@mail.com,MCA,2024-09-07 23:00:00,Waitlisted,60563,60563,Paid,PAID,0,0,0
2376,STU-3376,Priya Sharma,priya.67@mail.com,MBA,2024-09-08 00:00:00,Admitted,73593,73593,Paid,PAID,0,0,0
2377,STU-3377,Olivia Lee,olivia.53@mail.com,BCA,2024-09-08 01:00:00,Waitlisted,135919,50177,Pending,PENDING,85742,1,1
2378,STU-3378,Manish Iyer,manish.91@mail.com,BCA,2024-09-08 02:00:00,Rejected,92792,92792,Paid,PAID,0,0,0
2379,STU-3379,Deepa Das,deepa.14@mail.com,B.Tech,2024-09-08 03:00:00,Waitlisted,79565,46311,Pending,PENDING,33254,1,1
2380,STU-3380,Divya Gupta,divya.16@mail.com,MCA,2024-09-08 04:00:00,Admitted,67763,49019,Pending,PENDING,18744,1,0
2381,STU-3381,Sneha Choudhary,sneha.51@mail.com,B.Tech,2024-09-08 05:00:00,Rejected,78239,78239,Paid,PAID,0,0,0
2382,STU-3382,Amit Patel,amit.51@mail.com,MCA,2024-09-08 06:00:00,Waitlisted,122346,116217,Pending,PENDING,6129,1,0
2383,STU-3383,Pooja Nair,pooja.95@mail.com,BCA,2024-09-08 07:00:00,Waitlisted,132525,94284,Pending,PENDING,38241,1,0
2384,STU-3384,Sanjay Sharma,sanjay.39@mail.com,BBA,2024-09-08 08:00:00,Rejected,152260,107507,Pending,PENDING,44753,1,0
2385,STU-3385,Sophia Anderson,sophia.57@mail.com,BBA,2024-09-08 09:00:00,Waitlisted,83379,13033,Partially Paid,PENDING,70346,1,1
2386,STU-3386,Amit Verma,amit.34@mail.com,BCA,2024-09-08 10:00:00,Admitted,145326,145326,Partially Paid,PAID,0,0,0
2387,STU-3387,Manish Das,manish.23@mail.com,BBA,2024-09-08 11:00:00,Admitted,155374,142990,Pending,PENDING,12384,1,0
2388,STU-3388,Emily Williams,emily.78@mail.com,MCA,2024-09-08 12:00:00,Admitted,114379,114379,Paid,PAID,0,0,0
2389,STU-3389,Rohit Patel,rohit.35@mail.com,B.Tech,2024-09-08 13:00:00,Rejected,162079,138180,Partially Paid,PENDING,23899,1,0
2390,STU-3390,Meena Iyer,meena.70@mail.com,MBA,2024-09-08 14:00:00,Admitted,121944,96082,Pending,PENDING,25862,1,0
2391,STU-3391,Pooja Das,pooja.82@mail.com,BCA,2024-09-08 15:00:00,Waitlisted,150204,150204,Paid,PAID,0,0,0
2392,STU-3392,Divya Iyer,divya.26@mail.com,B.Tech,2024-09-08 16:00:00,Waitlisted,144478,144478,Partially Paid,PAID,0,0,0
2393,STU-3393,John Taylor,john.16@mail.com,B.Tech,2024-09-08 17:00:00,Rejected,136031,136031,Paid,PAID,0,0,0
2394,STU-3394,Neha Singh,neha.69@mail.com,MCA,2024-09-08 18:00:00,Admitted,44877,44877,Paid,PAID,0,0,0
2395,STU-3395,Rohit Das,rohit.77@mail.com,MCA,2024-09-08 19:00:00,Rejected,97815,65242,Partially Paid,PENDING,32573,1,1
2396,STU-3396,Vivek Iyer,vivek.40@mail.com,MCA,2024-09-08 20:00:00,Waitlisted,106012,96617,Partially Paid,PENDING,9395,1,0
2397,STU-3397,Manish Nair,manish.29@mail.com,BBA,2024-09-08 21:00:00,Admitted,160850,160850,Partially Paid,PAID,0,0,0
2398,STU-3398,Priya Reddy,priya.97@mail.com,MBA,2024-09-08 22:00:00,Waitlisted,162810,162810,Pending,PAID,0,0,0
2399,STU-3399,Deepa Das,deepa.73@mail.com,MCA,2024-09-08 23:00:00,Admitted,177936,142132,Partially Paid,PENDING,35804,1,0
